C_Random,Season,Tournament,Round order,Rd,N/JV,Resolution,C_Tag_Check,Randomize,End Date,Gov ballots,Gov wins,Note,Opp ballots,Opp wins,Start Date,Topic Committee,Region,Unnamed: 18,Analy HS,Ashland HS,Bakersfield State College,Bellarmine CP,Benicia HS,Berkeley HS,Berkeley HS (online),BHSEC Queens,Bishop O'Dowd HS,Bloomsburg U,Brooklyn Tech HS,Cajon HS,California Lutheran U,Campolindo HS,Campolindo HS (online),Canyon Crest Academy,Carlsbad HS,CFL (online),CHSSA (online),City College of SF,CK McClatchy HS,Clackamas HS,Claremont HS,Claremont HS (online),Claremont McKenna College,Clovis North HS,Columbia U,Columbia U (online),CSU Fullerton,CSU Long Beach,CSU Long Beach (online),Culver City,Culver City HS,Cupertino HS,Cypress College,Dalton School,De Anza College,De Toledo HS (online),Diablo Valley College,Dougherty Valley HS,El Cerrito HS,Enochs HS,Evergreen Valley HS,Evergreen Valley HS (online),Friends Seminary,GGSA (online),Gunn HS,Harker School,Harvard U (online),Head Royce School,Head-Royce School,Horace Mann School,Hunter College HS,Irvington HS,Irvington HS (online),Irvington HS / Bentley School,James Logan HS,La Costa Canyon HS,La Reina HS,La Reina HS (online),Leland HS,Leland HS / Bret Harte MS,Lewis & Clark College,Linfield U,Los Altos HS,Los Gatos HS,Los Osos HS,Lowell HS,Loyola HS,Lynbrook HS,Marshfield HS,McMinnville HS,Menlo-Atherton HS,Milpitas HS,Milpitas HS (online),Mira Loma HS,Miramonte HS,Monta Vista HS,Monte Vista HS,Mountain House HS,Mountain View HS,MVLA (online),N/A,NCPDL (online),New Roads School,Northgate HS,Notre Dame HS,Notre Dame HS (online),NPDL (online),Nueva School,Nueva School (online),NYPDL (online),Oak Ridge HS,online,Oregon City HS,Pacific U,Palo Alto HS,Peninsula HS,Peninsula HS (online),Pepperdine U,PHSSL (online),Ponderosa HS,Presentation HS,Prospect HS,Prospect HS (online),Reynolds HS,Ridge HS,Ridge HS (online),Rye County Day School,San Ramon HS,San Ramon Valley HS,Sandy HS,Santa Clara U,Santa Rosa HS,Santa Rosa JC,Schurr HS,SDSU,Silverton HS,Sonoma Academy,Sprague HS,St Pius X HS (MO),St. Francis HS,St. Mary's School,Stanford U,Stuyvesant HS,Summit HS,SVUDL (online),Taft HS,Tillamook HS,Trinity School,U of Oregon,U of Oregon (online),U of the Pacific,UC Berkeley,UC Berkeley (online),UC Los Angeles (online),UPenn,Valencia HS,Vassar College,Vassar College (online),Vista Murrieta HS,Washington HS,Washington HS (online),Westmont HS,Westview HS,Whitman College (WA),Wilcox HS,Willamette U,Wilson HS,Wilson HS (online),Windsor HS,Yale U,Yale U (online),Yuba City HS,classification,classification_confidence
1,2023-24,GGSA State Quals 2023-24,3.0,2A,.,Loot boxes and microtransactions ought to be banned from gaming.,True,No,3/2/2024,,,,,,3/2/2024,Kevin Steeper,CHSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,high
1,2023-24,GGSA State Quals 2023-24,4.0,2B,.,"When electing a president, economic policy ought to be provided above foreign policy.",True,No,3/2/2024,,,,,,3/2/2024,Kevin Steeper,CHSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,high
1,2023-24,GGSA State Quals 2023-24,5.0,3A,.,The United States Federal Government should pass the Credit Card Competition Act.,True,No,3/2/2024,,,,,,3/2/2024,Kevin Steeper,CHSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,GGSA State Quals 2023-24,6.0,3B,.,The United States Federal Government should be more aggressive in its response to the Houthi rebels.,True,No,3/2/2024,,,,,,3/2/2024,Kevin Steeper,CHSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,GGSA State Quals 2023-24,7.0,4A,.,"In the case of the presidential primary delegates, proportional allocation ought to be preferred over winner-takes-all.",True,No,3/2/2024,,,,,,3/2/2024,Kevin Steeper,CHSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,high
1,2023-24,GGSA State Quals 2023-24,8.0,4B,.,An African country ought to have a permanent seat on the UN security council.,True,No,3/2/2024,,,,,,3/2/2024,Kevin Steeper,CHSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,high
1,2023-24,Holiday Edge 2023-24,1.0,1.a,1.a,Public schools in the US should provide free breakfast and lunch to all students.,True,No,12/2/2023,,,,,,12/2/2023,,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,Holiday Edge 2023-24,2.0,1.b,1.b,The USFG should guarantee food access to low-income families.,True,No,12/2/2023,,,,,,12/2/2023,,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,Holiday Edge 2023-24,3.0,1.c,1.c,The USFG should subsidize community-based food banks.,True,No,12/2/2023,,,,,,12/2/2023,,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,Holiday Edge 2023-24,4.0,2.a,2.a,The USFG should provide a pathway to citizenship for immigrants in the US.,True,No,12/2/2023,,,,,,12/2/2023,,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,Holiday Edge 2023-24,5.0,2.b,2.b,The USFG should increase citizenship access for immigrants with special skills.,True,No,12/2/2023,,,,,,12/2/2023,,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,Holiday Edge 2023-24,6.0,2.c,2.c,The USFG should provide economic support for communities that serve as new homes to immigrants.,True,No,12/2/2023,,,,,,12/2/2023,,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,Holiday Edge 2023-24,7.0,3.a,3.a,The death penalty is not a viable form of crime control.,True,No,12/2/2023,,,,,,12/2/2023,,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fact,medium
1,2023-24,Holiday Edge 2023-24,8.0,3.b,3.b,States have a right to use the death penalty as retribution.,True,No,12/2/2023,,,,,,12/2/2023,,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fact,low
1,2023-24,Holiday Edge 2023-24,9.0,3.c,3.c,The death penalty is antithetical to the concept of justice.,True,No,12/2/2023,,,,,,12/2/2023,,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fact,medium
1,2023-24,Holiday Edge 2023-24,10.0,S.a,S.a,The USFG should prioritize public safety over First Amendment protections of free speech.,True,No,12/2/2023,,,,,,12/2/2023,,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,Holiday Edge 2023-24,11.0,S.b,S.b,The justice system should impose enhanced sentences for violent or repetitive hate crime offenders.,True,No,12/2/2023,,,,,,12/2/2023,,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,Holiday Edge 2023-24,12.0,S.c,S.c,The USFG should mandate that public schools and colleges design and deliver hate crime prevention curricula.,True,No,12/2/2023,,,,,,12/2/2023,,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,I-W 2023-24,1.0,1,.,"The United States congress should pass, and the president should sign, a law revoking Major League Baseball’s antitrust exemption.",True,No,10/14/2023,,5.0,topic area: Sports,,8.0,10/13/2023,"Rhea Jain, Nick Hansen, Zach Moss",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,I-W 2023-24,2.0,2,.,"In the event of a China-Philippines armed conflict in the South China Sea, the United States Federal Government should invoke the US-Philippines Mutual Defense Treaty.",True,No,10/14/2023,,6.0,,,7.0,10/13/2023,"Rhea Jain, Nick Hansen, Zach Moss",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,I-W 2023-24,3.0,3,.,Vietnam’s recent anti-corruption efforts have done more harm than good.,True,No,10/14/2023,,6.0,,,6.0,10/13/2023,"Rhea Jain, Nick Hansen, Zach Moss",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fact,high
1,2023-24,I-W 2023-24,4.0,4,.,The Democratic Party should nominate Kamala Harris rather than Joe Biden as its 2024 Presidential candidate.,True,No,10/14/2023,,4.0,,,8.0,10/13/2023,"Rhea Jain, Nick Hansen, Zach Moss",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,I-W 2023-24,5.0,5,.,"The US federal government should significantly increase its investment into Project Pele.
[Project Pele is a US Department of Defense program. The project’s objective is to design, build, and demonstrate a prototype mobile nuclear reactor within five years, following the Defense Scientific Board study recommendations.]",True,No,10/14/2023,,6.0,,,7.0,10/13/2023,"Rhea Jain, Nick Hansen, Zach Moss",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,I-W 2023-24,6.0,Q.a,.,A. Elite MBA programs should abolish their policy of grade non-disclosure.,True,No,10/14/2023,3.0,1.0,,3.0,1.0,10/13/2023,"Rhea Jain, Nick Hansen, Zach Moss",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,I-W 2023-24,7.0,Q.b,.,B. This House believes that the creation and implementation of the Las Vegas Sphere will do more harm than good.,True,No,10/14/2023,0.0,0.0,struck,0.0,0.0,10/13/2023,"Rhea Jain, Nick Hansen, Zach Moss",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fact,high
1,2023-24,I-W 2023-24,8.0,Q.c,.,C. The US federal government should forgive all publicly held student debt in the United States.,True,No,10/14/2023,3.0,1.0,,3.0,1.0,10/13/2023,"Rhea Jain, Nick Hansen, Zach Moss",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,I-W 2023-24,9.0,S.a,.,"A. On balance, the development of China’s Belt and Road Initiative has done more harm than good.",True,No,10/14/2023,0.0,0.0,,0.0,0.0,10/13/2023,"Rhea Jain, Nick Hansen, Zach Moss",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fact,high
1,2023-24,I-W 2023-24,10.0,S.b,.,"B. The US federal government should ratify the UN Convention on the Law of the Sea.
[UNCLOS is an international agreement that establishes a legal framework for all marine and maritime activities.]",True,No,10/14/2023,5.0,2.0,,1.0,0.0,10/13/2023,"Rhea Jain, Nick Hansen, Zach Moss",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,I-W 2023-24,11.0,S.c,.,C. This House believes that China will launch a full-scale military invasion of Taiwan by 2030.,True,No,10/14/2023,0.0,0.0,,0.0,0.0,10/13/2023,"Rhea Jain, Nick Hansen, Zach Moss",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fact,medium
1,2023-24,I-W 2023-24,12.0,F.a,.,A. The US federal government should mandate all AI companies to watermark AI-generated images and videos.,True,No,10/14/2023,0.0,0.0,struck,0.0,0.0,10/13/2023,"Rhea Jain, Nick Hansen, Zach Moss",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,I-W 2023-24,13.0,F.b,.,B. The US federal government should ban the usage of copyrighted works in training artificial intelligence models without the expressed consent of the copyright holder.,True,No,10/14/2023,0.0,0.0,struck,0.0,0.0,10/13/2023,"Rhea Jain, Nick Hansen, Zach Moss",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,I-W 2023-24,14.0,F.c,.,C. The United Kingdom should ban the use of AI for biometric surveillance technology in public spaces.,True,No,10/14/2023,1.0,0.0,debated,2.0,1.0,10/13/2023,"Rhea Jain, Nick Hansen, Zach Moss",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,I-W 2023-24,15.0,.,1,The NCAA should end its prohibition on payments to student athletes from colleges and universities.,True,No,10/14/2023,,7.0,,,4.0,10/13/2023,"Rhea Jain, Nick Hansen, Zach Moss",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,I-W 2023-24,16.0,.,2,The US federal government should significantly increase its investment in nuclear energy power plants.,True,No,10/14/2023,,5.0,,,6.0,10/13/2023,"Rhea Jain, Nick Hansen, Zach Moss",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,I-W 2023-24,17.0,.,3,"Musical artists should prohibit posthumous releases of new music.
[Rapper Tyler, the Creator noted in a 2023 article that his will prohibits posthumous release of new music.]",True,No,10/14/2023,,6.0,,,5.0,10/13/2023,"Rhea Jain, Nick Hansen, Zach Moss",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,I-W 2023-24,18.0,.,4,The US federal government should implement a 100% inheritance tax.,True,No,10/14/2023,,5.0,,,6.0,10/13/2023,"Rhea Jain, Nick Hansen, Zach Moss",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,Jack Howe 2023-24,1.0,1A,.,The USfg should significantly increase funding to FEMA for the rebuilding of houses in high density areas.,True,No,10/1/2023,,,,,,9/30/2023,"Sarah Sherwood, Mariel Cruz",SoCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,Jack Howe 2023-24,2.0,1B,.,The California State Government should significantly increase restrictions on the use of the Builders Remedy law.,True,No,10/1/2023,,,,,,9/30/2023,"Sarah Sherwood, Mariel Cruz",SoCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,Jack Howe 2023-24,3.0,2,.,The United States federal government should retire 50% of its nuclear weapons by 2035.,True,No,10/1/2023,,,,,,9/30/2023,"Sarah Sherwood, Mariel Cruz",SoCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,Jack Howe 2023-24,4.0,3,.,Resolved: Nigeria ought to ban the export of raw lithium.,True,No,10/1/2023,,,,,,9/30/2023,"Sarah Sherwood, Mariel Cruz",SoCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,high
1,2023-24,Jack Howe 2023-24,5.0,4,.,Resolved: The UAW Strike will cause more harm than good for the auto industry.,True,No,10/1/2023,,,,,,9/30/2023,"Sarah Sherwood, Mariel Cruz",SoCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fact,high
1,2023-24,Jack Howe 2023-24,6.0,5,.,The FTC should break up Disney and 21st Century Fox.,True,No,10/1/2023,,,,,,9/30/2023,"Sarah Sherwood, Mariel Cruz",SoCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,Jack Howe 2023-24,7.0,6,.,Resolved: The United States federal government ought to prioritize global warming adaptation over mitigation strategies.,True,No,10/1/2023,,,,,,9/30/2023,"Sarah Sherwood, Mariel Cruz",SoCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,high
1,2023-24,Jack Howe 2023-24,8.0,D,.,Border defense policies should only be implemented by the federal government.,True,No,10/1/2023,,,,,,9/30/2023,"Sarah Sherwood, Mariel Cruz",SoCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,Jack Howe 2023-24,9.0,O,.,The United States federal government should include Dental coverage under Medicaid.,True,No,10/1/2023,,,,,,9/30/2023,"Sarah Sherwood, Mariel Cruz",SoCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2023-24,Jack Howe 2023-24,10.0,Q,.,On balance China’s presence in the Middle East is better than the presence of the United States.,True,No,10/1/2023,,,,,,9/30/2023,"Sarah Sherwood, Mariel Cruz",SoCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fact,medium
1,2023-24,Jack Howe 2023-24,11.0,S,.,Forcing debaters to debate a final round does more harm than good.,True,No,10/1/2023,,,,,,9/30/2023,"Sarah Sherwood, Mariel Cruz",SoCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fact,high
